timestep,ep_rew_mean,ep_len_mean,r_pnl_mean,r_spread_mean,r_cvar_mean,cvar_5pct_mean
2000,0.1141345,695.0,0.00035303417473243675,-0.0004043630652668421,-0.0004154582138816477,-0.0004154582138816477
4000,-0.292104,695.0,0.0003379671120531518,-0.0003962232714338694,-0.0004588127548629469,-0.0004588127548629469
6000,-0.20047537499999998,695.0,0.0011280982930824753,-0.0003731099277921952,-0.0004410097384354941,-0.0004410097384354941
8000,0.08673954545454544,695.0,0.001917654228372133,-0.00035708093940261756,-0.00042187616978944385,-0.00042187616978944385
10000,0.2446927142857143,695.0,0.001962802568989744,-0.00034686771291531624,-0.0004635883756769459,-0.0004635883756769459
12000,0.46586564705882355,695.0,0.0033016686695658405,-0.00033215499368729074,-0.00048376035005230525,-0.00048376035005230525
14000,0.5062770999999999,695.0,0.0018474623906574413,-0.00031589339604023845,-0.0005162052828513996,-0.0005162052828513996
16000,0.5417908695652173,695.0,0.001930058747053794,-0.0003146226478186436,-0.0005384811756682033,-0.0005384811756682033
18000,0.60529688,695.0,0.002859146535795741,-0.00031394128122124826,-0.0005257074955927106,-0.0005257074955927106
20000,0.6565462857142857,695.0,0.0021396738409553764,-0.00032641963803693654,-0.0005409555961987351,-0.0005409555961987351
22000,0.718799741935484,695.0,0.0029369724942945076,-0.00033009272922067905,-0.000551267148381172,-0.000551267148381172
24000,0.7752208235294118,695.0,0.0028307274425682983,-0.00032851390481535345,-0.0005489815761177818,-0.0005489815761177818
26000,0.885895918918919,695.0,0.004116845760264633,-0.0003145802826672793,-0.0005584954279545053,-0.0005584954279545053
28000,0.9487986000000002,695.0,0.0033119963592125527,-0.00030969608069490647,-0.000555945673809727,-0.000555945673809727
30000,1.0704232325581395,695.0,0.004871765049399691,-0.00030038757859803737,-0.0005224981911992294,-0.0005224981911992294
32000,1.1855506304347825,695.0,0.004866169722024134,-0.0002932705126069486,-0.0005114167350441559,-0.0005114167350441559
34000,1.2692815416666667,695.0,0.005149822584718921,-0.0003039953449700028,-0.0005277107556301771,-0.0005277107556301771
36000,1.3486369215686276,695.0,0.00480742424198865,-0.0002882948670826852,-0.0005089188752313459,-0.0005089188752313459
38000,1.4444567777777777,695.0,0.004674916396690344,-0.00028663745474334575,-0.0005842190498715086,-0.0005842190498715086
40000,1.5348658070175438,695.0,0.005378992469611004,-0.00029672907329062,-0.000609198993244553,-0.000609198993244553
42000,1.6163493333333334,695.0,0.005851562750725664,-0.00030680468430444594,-0.0005769528404888411,-0.0005769528404888411
44000,1.6898910952380954,695.0,0.005261470594866863,-0.0003041082933638245,-0.0005682559080763392,-0.0005682559080763392
46000,1.726165787878788,695.0,0.004655509595749066,-0.00026263488328475505,-0.0006062728043351762,-0.0006062728043351762
48000,1.7721508405797104,695.0,0.005042448111901127,-0.00025422277575433254,-0.0006150024794216494,-0.0006150024794216494
50000,1.811750873239437,695.0,0.005161864904363009,-0.00024009718201942743,-0.0005799842870246277,-0.0005799842870246277
52000,1.8592092162162162,695.0,0.005423385766494313,-0.00025350796548426153,-0.0005871450484139373,-0.0005871450484139373
54000,1.8964983766233765,695.0,0.0042690350850336095,-0.0002685820915114135,-0.0006307644663786498,-0.0006307644663786498
56000,1.9536533124999997,695.0,0.006183927159773584,-0.0002963475776527077,-0.0006675642842967935,-0.0006675642842967935
58000,2.0101855060240963,695.0,0.006151812729211063,-0.00030258373104492207,-0.000664009212496374,-0.000664009212496374
60000,2.072406453488372,695.0,0.006617003991188026,-0.0003187977695588954,-0.0006251801033068243,-0.0006251801033068243
62000,2.116489966292135,695.0,0.00557404524998759,-0.0002869129147730768,-0.0006105791090520993,-0.0006105791090520993
64000,2.174293706521739,695.0,0.006785761871828995,-0.00033047588941920554,-0.0006687524182689913,-0.0006687524182689913
66000,2.214331489361702,695.0,0.007429545685496877,-0.0003295595521260053,-0.0006236852531110679,-0.0006236852531110679
68000,2.293143144329897,695.0,0.0070568734366876,-0.0003344934879464098,-0.0005538643684195348,-0.0005538643684195348
70000,2.35626831,695.0,0.007372508912243637,-0.0003668469902958721,-0.000548887438267321,-0.000548887438267321
72000,2.48390873,695.0,0.005840790852685071,-0.00038896040044985713,-0.0006512982538969384,-0.0006512982538969384
74000,2.6025741500000006,695.0,0.00688249618742678,-0.00033833245842978355,-0.0006200813571531551,-0.0006200813571531551
76000,2.70022763,695.0,0.005794807407046858,-0.00034681787425056097,-0.0006271656468793549,-0.0006271656468793549
78000,2.757683069999999,695.0,0.005008195154470229,-0.0003354379502041266,-0.0006388242197014929,-0.0006388242197014929
80000,2.8120514299999995,695.0,0.0054763618612078185,-0.0003236486434573308,-0.0006228044737277347,-0.0006228044737277347
82000,2.8470066399999996,695.0,0.005557014583243991,-0.00033773376447707415,-0.0006466518854279956,-0.0006466518854279956
84000,2.92258204,695.0,0.0058405356862995745,-0.00035120632086470727,-0.0005850163635395168,-0.0005850163635395168
86000,3.00379035,695.0,0.00591671515636083,-0.0003602868822237477,-0.0006247010142206384,-0.0006247010142206384
88000,3.0534797100000004,695.0,0.004554373885061323,-0.00035933967652600256,-0.0006538530301224041,-0.0006538530301224041
90000,3.1239147799999993,695.0,0.005973429067796251,-0.0003501960827776231,-0.0006109399535693254,-0.0006109399535693254
92000,3.1727596599999996,695.0,0.0059216849064671,-0.00037043735725414005,-0.0006387643010838515,-0.0006387643010838515
94000,3.2535628699999997,695.0,0.007113337485439755,-0.00036867889318373053,-0.0005544863917855707,-0.0005544863917855707
96000,3.3181629699999995,695.0,0.006772413727960392,-0.0003426529599074275,-0.000575923812664811,-0.000575923812664811
98000,3.3805372599999997,695.0,0.007132763108349626,-0.0003303209735643119,-0.000593492705481201,-0.000593492705481201
100000,3.4011582200000006,695.0,0.006352323618261457,-0.0003388127769099548,-0.0005740668481632318,-0.0005740668481632318
