Date,strategy,buy_and_hold,equal_weight,sixty_forty,ma_crossover,twap_ew,vwap_proxy_ew
2022-05-05,-0.01725678048104492,-0.035542791547492625,-0.03153620634697774,-0.032285086577747445,-0.0,-0.03153620634697774,-0.010864690398706724
2022-05-06,-0.0020807585090954666,-0.005968804817502837,-0.009534219174789804,-0.009475367768116704,-0.0,-0.009534219174789804,-0.017040508918546693
2022-05-09,-0.011517652548330202,-0.03201732704803162,-0.023778065681694497,-0.015691458601686192,-0.0,-0.023778065681694497,-0.01892616503879583
2022-05-10,0.00028458998135234755,0.0023104980165646882,0.0030739277142059597,0.005014176467772869,0.0,0.0030739277142059597,0.0005404047553208887
2022-05-11,-0.010630897056251457,-0.015886017224384208,-0.008593784666443182,-0.0018226020625913709,-0.0,-0.008593784666443182,-0.00770935135784443
2022-05-12,0.0027188655194828105,-0.0010439969926580028,-0.0017768481372639976,-0.0013725470323527,-0.0,-0.0017768481372639976,-0.008617822668875473
2022-05-13,0.03067163380866441,0.02390788955176615,0.013953798906241044,0.008432302293937077,0.0,0.013953798906241044,0.01138969759658206
2022-05-16,-0.0034978120498487583,-0.0040576949893680325,-0.002383759736139579,-0.0028484631416090256,-0.0,-0.002383759736139579,0.0022360312636698692
2022-05-17,0.014412445054650017,0.020570557825866587,0.011738403203417815,0.007508895348992173,0.0,0.011738403203417815,0.008414616171176514
2022-05-18,-0.03309742516930282,-0.04031179885479663,-0.02051887430256403,-0.015660079546763114,-0.0,-0.02051887430256403,-0.011782329681358705
2022-05-19,-0.0036972355656389364,-0.006124390935226542,0.0014511222768373465,-0.0027164923850343968,-0.0,0.0014511222768373465,-0.0038304890999034677
2022-05-20,-0.0021803089627833307,0.0004366446644017419,0.0013654837658174212,0.004801985010789123,0.0,0.0013654837658174212,-0.000535831038088852
2022-05-23,0.013817542010711758,0.018709834097783373,0.007126033440802383,0.0046441859700711245,0.0,0.007126033440802383,0.005463776104547824
2022-05-24,-0.014727382889385828,-0.007633884260453971,-0.0032912393202200194,0.003312543040391169,-0.0,-0.0032912393202200194,-0.003531955740590931
2022-05-25,0.012121728032470499,0.008835029183180465,0.007750518762090097,0.006882585833600396,0.0,0.007750518762090097,0.005059625830110149
2022-05-26,0.021549468304107845,0.01998133498746779,0.012727831711534842,0.010178774034663851,0.0,0.012727831711534842,0.011599398429404674
2022-05-27,0.025335479605446628,0.02454922353013078,0.01741548295889728,0.015706098404260602,0.0,0.01741548295889728,0.018057801783988657
2022-05-31,-0.004584329279307226,-0.005611061173917076,-0.010347263424958508,-0.011831486197064357,-0.0,-0.010347263424958508,-0.0026844584309666966
2022-06-01,-0.00625155017037651,-0.008088379149362446,-0.0031848918241145887,-0.005310278768684418,-0.0,-0.0031848918241145887,-0.0017182169041477958
2022-06-02,0.015918178893668398,0.01904331545825233,0.016735208503909815,0.011632391412891607,0.0,0.016735208503909815,0.004706931885866105
2022-06-03,-0.008589914945561964,-0.016411482451347825,-0.01274785739111175,-0.010706889549663257,-0.0,-0.01274785739111175,-0.0034990393244912267
2022-06-06,0.004591397472938696,0.0030447410952771925,-0.0024281838051606556,-0.00555051543912195,0.0,-0.0024281838051606556,0.0006241957778620796
2022-06-07,0.007507251522486847,0.009592376660296553,0.010332979855483293,0.010075495209437558,0.0,0.010332979855483293,-0.000925465360722311
2022-06-08,-0.00683555760504785,-0.010872265100350997,-0.008661610416846632,-0.010067652775512493,-0.0,-0.008661610416846632,0.0017562327617614004
2022-06-09,-0.014673846941407736,-0.02378286463319501,-0.01423004790444824,-0.012937485055314913,-0.0,-0.01423004790444824,-0.01166214371864649
2022-06-10,-0.018571132065444758,-0.028995673882218687,-0.016836948324646838,-0.019878267155635076,-0.0,-0.016836948324646838,-0.020421964218550623
2022-06-13,-0.023067692534180576,-0.03796811079132956,-0.03784692935771315,-0.0353324632759181,-0.0,-0.03784692935771315,-0.03359576723881956
2022-06-14,-0.0005106307257869724,-0.0030132926125741033,-0.00532645255876656,-0.006853312782078724,-0.0,-0.00532645255876656,-0.008593711878217825
2022-06-15,0.000633085503520024,0.01425646700263461,0.017115433475373497,0.016016465787349565,0.0,0.017115433475373497,0.010072299652268591
2022-06-16,-0.016848869003234884,-0.03309623044509269,-0.02011535812260108,-0.016682000026513256,-0.0,-0.02011535812260108,-0.017153526071567463
2022-06-17,0.0026721592298211013,0.0021557056668373153,0.0034248703605682003,0.002582381591665639,0.0,0.0034248703605682003,0.0031139066018192273
2022-06-21,0.012867207124368348,0.02517368158620159,0.009526833871794562,0.008323272261408741,0.0,0.009526833871794562,0.009698427205313154
2022-06-22,-0.0018705666337352714,-0.0018130650096431777,0.005262167751206804,0.009912343758720944,-0.0,0.005262167751206804,0.003925361280161188
2022-06-23,0.008086944071438935,0.009802690512189516,0.0077516381094028695,0.009167528360738553,0.0,0.0077516381094028695,0.007185247694080733
2022-06-24,0.017512635798242592,0.03179379774667046,0.016437732241267766,0.013539295379436121,0.0,0.016437732241267766,0.012906506005768283
2022-06-27,-0.0008072003565419201,-0.0038197502019525764,-0.0034169643001477736,-0.005703389566322903,-0.0,-0.0034169643001477736,0.004071135816834803
2022-06-28,-0.004633947505900168,-0.02043276183323839,-0.013333170062064248,-0.010395826601361046,-0.0,-0.013333170062064248,-0.006411452045827715
2022-06-29,-0.004080208196419142,-0.0008143249656866747,0.0009591920246975862,0.0057546389785367415,-0.0,0.0009591920246975862,-0.008218243006638959
2022-06-30,-0.009859703536333428,-0.008124473324256143,-0.005122936330056739,-0.0013618470415220013,-0.0,-0.005122936330056739,-0.0045842046733548525
2022-07-01,0.006151923542076594,0.010576681794209009,0.00774346535140733,0.010452691200097952,0.0,0.00774346535140733,0.002896878141927228
2022-07-05,0.00031003997310302895,0.001888419189303825,0.002787963207063848,0.004275877486051716,0.0,0.002787963207063848,0.0008619004387398601
2022-07-06,0.0005713476925661451,0.003377362716296517,-0.006050025074073551,-0.0046900119814656804,0.0,-0.006050025074073551,0.0037491976834832306
2022-07-07,0.003985046643366888,0.014977012485256624,0.010359662399837521,0.005466281926053496,0.0,0.010359662399837521,0.004171975008596385
2022-07-08,0.0013290572632187,-0.0008223741914841209,-0.002065421525444866,-0.004923954894712201,-0.0,-0.002065421525444866,0.00012919412329370772
2022-07-11,-0.00429174471358144,-0.011423489176283885,-0.008201494555350332,4.3793797242708786e-05,-0.0,-0.008201494555350332,-0.00451957069273019
2022-07-12,-0.0030390720619891793,-0.008849124121911411,-0.003948027909943974,-0.0029326967722917317,-0.0,-0.003948027909943974,-0.003420953395834259
2022-07-13,-0.002837791791351637,-0.005251613166521563,0.0016132273645836689,0.0014354596230547801,-0.0,0.0016132273645836689,-0.0080197163900964
2022-07-14,-0.003580545226506095,-0.002428434545089564,-0.006267223769633335,-0.004720444402699498,-0.0,-0.006267223769633335,-0.0046628205361404
2022-07-15,0.009654863827882141,0.0191048889750689,0.012336405457079013,0.013714027351490854,0.0,0.012336405457079013,0.013283075372815567
2022-07-18,-0.0005894246321563542,-0.008256637635946529,-0.005805019092712605,-0.009121195058173237,-0.0,-0.005805019092712605,0.0035369390953672976
2022-07-19,0.011922856526588059,0.027018928786774588,0.01800980317046499,0.014053447912128324,0.0,0.01800980317046499,0.006628826487381768
2022-07-20,0.011972127061324654,0.006373112575365214,0.006224317620361375,0.004873635050844305,0.0,0.006224317620361375,0.009789060601265632
2022-07-21,0.0027857640398821,0.010183260457282906,0.012209740432862715,0.013020273928024828,0.0,0.012209740432862715,0.006876630985816591
2022-07-22,-0.007061694719335509,-0.0092779591098886,-0.004691687176464465,0.0011577213541480004,-0.0,-0.004691687176464465,0.006582271362292569
2022-07-25,0.0009280457111857028,0.001214677925851948,-0.002364697324563703,-0.003185203653358216,0.0,-0.002364697324563703,-0.007365760934590071
2022-07-26,-0.012304348859041863,-0.011830872586519048,-0.007610133656420159,-0.006791742252018595,-0.0,-0.007610133656420159,-0.0032319334110600287
2022-07-27,0.0325235531064731,0.025966414844542207,0.019108815587087147,0.013332522572543847,0.0,0.019108815587087147,0.010174636232531009
2022-07-28,0.010031152039080348,0.012542353392963612,0.011241354535593962,0.010709908944560097,0.0,0.011241354535593962,0.012107938741301318
2022-07-29,0.005475870701469842,0.014578899151127978,0.008001743941288586,0.007660298494761086,0.0,0.008001743941288586,0.009877118802481346
2022-08-01,-0.005398504713256038,-0.0029613489172689578,0.005162664167674325,0.007856562544853342,-0.0,0.005162664167674325,0.0048114926509353236
2022-08-02,0.003322498103648036,-0.006597341926224076,-0.007527576580913631,-0.012422143291622965,-0.0,-0.007527576580913631,-0.0005754087288299292
2022-08-03,0.014949959547390595,0.015659476232172453,0.015156043108184835,0.015693428758522067,0.0,0.015156043108184835,0.004922771980348783
2022-08-04,-0.0003344949754047136,-0.0006757023224835956,0.0036195810212085403,-0.0005394465079656685,-0.0,0.0036195810212085403,0.007453417707524324
2022-08-05,0.002308844627316943,-0.0016900491167132214,-0.007450205025921731,-0.010535446112984004,-0.0,-0.007450205025921731,-0.008371576689612813
2022-08-08,-0.003956438801638919,-0.0011609148518505474,0.006161001832394698,0.005759931674721441,-0.0,0.006161001832394698,0.009936673408310084
2022-08-09,-0.005187389839637149,-0.003970965478546806,-0.005951237447560899,-0.003937203265607381,-0.0,-0.005951237447560899,-0.005431678517485228
2022-08-10,0.022798876296264294,0.021003849092348092,0.013684311571525233,0.009989696433365136,0.0,0.013684311571525233,0.011324202791425297
2022-08-11,0.003447242405496907,0.0,-0.005578302671806413,-0.009323682152367053,0.0,-0.005578302671806413,0.0015088542567010203
2022-08-12,0.009052614195403656,0.016929155561475007,0.015232257795667215,0.014213764540400043,0.0,0.015232257795667215,0.0034575732115092795
2022-08-15,0.002332019453097761,0.004120368006913511,0.0004024874979684731,0.0021260327117597288,0.0,0.0004024874979684731,0.003902033873708177
2022-08-16,-0.0012678510942172915,0.001959070374534022,0.0003254071841632734,0.002838499261338434,0.0,0.0003254071841632734,0.0005339557904757708
2022-08-17,-0.0034008955688079805,-0.007098020114071124,-0.010445349143881334,-0.008433697087274972,-0.0,-0.010445349143881334,-0.007451563709945042
2022-08-18,0.0013482497031569501,0.0029063343713797707,0.0021611576620460763,0.0023364802802845475,0.0,0.0021611576620460763,0.0002959778836608473
2022-08-19,-0.0028818852721024454,-0.013438086932258897,-0.015564801754782323,-0.01450384859158238,-0.0,-0.015564801754782323,-0.011629830973374666
2022-08-22,-0.01049043286748084,-0.020822304986434337,-0.0155498801824995,-0.013837928172126434,-0.0,-0.0155498801824995,-0.016129314945477116
2022-08-23,0.0007408670859547809,-0.002419300458441187,-2.6519526982959896e-05,-0.003653030736348306,-0.0,-2.6519526982959896e-05,-0.0013946374827953803
2022-08-24,0.0030488704322544683,0.0032011870565729073,0.001874848302318721,-0.001006800316402279,0.0,0.001874848302318721,-0.0009437070898859147
2022-08-25,0.005360226616561073,0.014117530893791308,0.012867706867743765,0.01404511928608949,0.0,0.012867706867743765,0.009365818620116075
2022-08-26,-0.021537428769245085,-0.033849205769041046,-0.022461660521933793,-0.01729450820129201,-0.0,-0.022461660521933793,-0.007003426390226487
2022-08-29,-0.001991568216491685,-0.006612139373864623,-0.006666006574738881,-0.0072766852491497275,-0.0,-0.006666006574738881,-0.016503011860227023
2022-08-30,-0.009473984368144533,-0.010977807673307693,-0.00839249655199752,-0.005592631090593802,-0.0,-0.00839249655199752,-0.005067654391425114
2022-08-31,-0.004446385767346226,-0.007609085615458255,-0.00735502029200572,-0.008389828535227429,-0.0,-0.00735502029200572,-0.006282733366713367
2022-09-01,0.00039205772474257874,0.003138023125064171,-0.006885023264711609,-0.0054403725543613396,0.0,-0.006885023264711609,-0.015138029085881643
2022-09-02,-0.01040213342153141,-0.010544676378272388,-0.003596042357915041,-0.004064154685001941,-0.0,-0.003596042357915041,0.005294201205271331
2022-09-06,0.0009682800550362092,-0.0037730915404501353,-0.010289529411265442,-0.012171345937574874,-0.0,-0.010289529411265442,-0.011953221528016212
2022-09-07,0.018952679078293923,0.017964998932929355,0.017182064777764072,0.017105259312114283,0.0,0.017182064777764072,0.0052509949852658
2022-09-08,0.0027719177572212003,0.00653629700143088,0.0007608362141385831,-0.00018124973640820663,0.0,0.0007608362141385831,0.00517181610868711
2022-09-09,0.00414118547830372,0.015535180508180257,0.012997637488167513,0.010209494004120589,0.0,0.012997637488167513,0.012362910193841592
2022-09-12,0.0018299409592825884,0.010747656650246906,0.006319483883001697,0.0031617461639292356,0.0,0.006319483883001697,0.009655509297559473
2022-09-13,-0.008821455511254987,-0.04348229676414572,-0.029624695908511807,-0.02515837822991269,-0.0,-0.029624695908511807,-0.023953551773297967
2022-09-14,0.0013212222222362226,0.003815727584285167,0.0030466526801118388,0.0036639382945029553,0.0,0.0030466526801118388,-0.004112369022101525
2022-09-15,-0.0028200780846577914,-0.011353296800815538,-0.010920755871873978,-0.007071153000845842,-0.0,-0.010920755871873978,-0.0054049849154378824
2022-09-16,-0.0035027576039564066,-0.007628921764844754,-0.006213064789441192,-0.007911697581918519,-0.0,-0.006213064789441192,-0.012178517470248475
2022-09-19,0.0036937629800257742,0.007754920781114061,0.005439101920147272,0.005586963102964804,0.0,0.005439101920147272,0.0014067346645979528
2022-09-20,-0.0011814304789418025,-0.011478544633695353,-0.009750684151186519,-0.010875085612883861,-0.0,-0.009750684151186519,-0.004153105187089867
2022-09-21,-0.00424984768354739,-0.01744385004475346,-0.005845952322284111,-0.0037651303606720306,-0.0,-0.005845952322284111,0.0012377081885535323
2022-09-22,0.0009294082328398508,-0.00839963917532327,-0.013872240062918519,-0.015259170344255302,-0.0,-0.013872240062918519,-0.01644749115821973
2022-09-23,-0.007479281076171634,-0.016754855288022896,-0.014006819923585835,-0.00841914600936231,-0.0,-0.014006819923585835,-0.017291989373584404
2022-09-26,-0.0011927900402144145,-0.009892605003978927,-0.011693266779565304,-0.013579885565581895,-0.0,-0.011693266779565304,-0.006248530177349233
2022-09-27,0.0027149013806310805,-0.002552989252567528,-0.004604415681051188,-0.012064068647228332,-0.0,-0.004604415681051188,-0.00502618670667876
2022-09-28,0.0028006471056457273,0.01967655287788661,0.0250929243262493,0.025198676466691872,0.0,0.0250929243262493,0.010550563894561283
2022-09-29,-0.003512043433458815,-0.020888918310765003,-0.01550111079668517,-0.014603764119786478,-0.0,-0.01550111079668517,-0.00639650154025484
2022-09-30,-0.002990065847464598,-0.015463652619418844,-0.010509921147556955,-0.014442293124568661,-0.0,-0.010509921147556955,-0.0033032360130573536
2022-10-03,0.01396876242543605,0.026401154216140865,0.023311584020337284,0.02219633063562374,0.0,0.023311584020337284,0.008553353826051291
2022-10-04,0.008322471909979638,0.03098669787949948,0.02271974420162588,0.017474824775590703,0.0,0.02271974420162588,0.0238012118777339
2022-10-05,-0.0002857146944842068,-0.0023281389897961136,-0.005069214610826923,-0.005221540312693862,-0.0,-0.005069214610826923,-0.004072961772618755
2022-10-06,-0.003039819180949693,-0.010315768334220099,-0.006096556174842883,-0.008412721541647761,-0.0,-0.006096556174842883,0.0010262606440672116
2022-10-07,-0.009713428792436122,-0.027893878255441873,-0.02321671198821933,-0.020619387239094733,-0.0,-0.02321671198821933,-0.019730348415802297
2022-10-10,-0.002461530821562971,-0.007635433566800298,-0.0107907497959854,-0.010799538141283626,-0.0,-0.0107907497959854,-0.013846443556907052
2022-10-11,-0.0022332365959541805,-0.006333145519421213,-0.0034812660881749836,-0.0020297469876288995,-0.0,-0.0034812660881749836,-0.00504432771515886
2022-10-12,-0.0010706574949885422,-0.0032984093669569114,0.0007744668274687783,-1.647164495224276e-05,-0.0,0.0007744668274687783,-0.0010545418315359046
2022-10-13,0.007622104394930349,0.026391096779702305,0.011621127076647154,0.012008069863546477,0.0,0.011621127076647154,-0.00402628959517517
2022-10-14,-0.009202326873187228,-0.022788884909000662,-0.020066928551797064,-0.016973281266326155,-0.0,-0.020066928551797064,0.00847762477205507
2022-10-17,0.004222584765953785,0.02569709128996589,0.017723477650661647,0.013470269009887879,0.0,0.017723477650661647,0.0034377692248603654
2022-10-18,0.001763527118957935,0.01174963566548115,0.007200982699370772,0.007987785904969246,0.0,0.007200982699370772,0.010528989386568346
2022-10-19,-0.005504899530268526,-0.00708642887431532,-0.011866412549957638,-0.011534292700178694,-0.0,-0.011866412549957638,-0.012513401339745545
2022-10-20,-0.0021883657710722237,-0.008385577033143354,-0.008979214222752031,-0.011868636876388328,-0.0,-0.008979214222752031,-0.004712996046509055
2022-10-21,-0.0004309981436954121,0.024301741201049998,0.013853329010764238,0.00737201099770095,0.0,0.013853329010764238,-0.0013961155932199045
2022-10-24,-8.483788750200039e-05,0.012236441617179183,0.003202931169191968,0.004036071780118355,0.0,0.003202931169191968,0.009768230190450724
2022-10-25,0.00035700990131011637,0.015968482886503876,0.019063251943006287,0.021226077105493915,0.0,0.019063251943006287,0.015397387142519437
2022-10-26,0.00416905857397058,-0.0075340204880226525,-0.000783963279921807,0.0012424711019547677,-0.0,-0.000783963279921807,0.007361748658441325
2022-10-27,0.0012751587780348752,-0.00533990896337555,-0.0028800714170964755,0.0009844318877526574,-0.0,-0.0028800714170964755,-0.0018226247829089327
2022-10-28,-0.0020004826665710063,0.02379063527259584,0.012006561129414695,0.011524891059339248,0.0,0.012006561129414695,0.0013550163589884701
2022-10-31,-0.00029009945722082895,-0.007223286164028675,-0.006642554504588173,-0.0071853046521316525,-0.0,-0.006642554504588173,0.0008351081940535243
2022-11-01,0.0011243148057005971,-0.00437575626994513,0.0012638175275017762,0.0011128116197216989,-0.0,0.0012638175275017762,0.0061661732731591815
2022-11-02,0.0025398648466211206,-0.025096274465332913,-0.020771950285536335,-0.01679389450568589,-0.0,-0.020771950285536335,-0.012953366742658502
2022-11-03,-0.0004242339912591077,-0.010296838912511763,-0.009147785668447917,-0.008336814124802272,-0.0,-0.009147785668447917,-0.022095365145567338
2022-11-04,0.003300310669320557,0.014393020475038654,0.011574593917312172,0.0019155618898441858,0.0,0.011574593917312172,0.01052783360118803
2022-11-07,-0.0011931031520217158,0.009565673667864205,0.0022309398673432406,0.0017487385886510772,0.0,0.0022309398673432406,0.003504745612948091
2022-11-08,-0.0016654064609480342,0.005395261394943507,0.00942132436477614,0.007611168823383708,0.0,0.00942132436477614,0.006846263407720166
2022-11-09,-0.001147966433031193,-0.020602021147777205,-0.01457285742971044,-0.011046302161964028,-0.0,-0.01457285742971044,-0.006763642036327378
2022-11-10,-0.0014493017262468438,0.05495423593192017,0.0518438636809496,0.04836182895330872,0.0,0.0518438636809496,0.03641543716556521
2022-11-11,0.0032302876219453412,0.009678402645469042,0.007849241306634225,0.00434151857542746,0.0,0.007849241306634225,0.013554113811584577
2022-11-14,-0.0015777021404562446,-0.008506676026955429,-0.005740943771438367,-0.006084780042332172,-0.0,-0.005740943771438367,-9.505660178137353e-05
2022-11-15,0.0021248319871862097,0.008528912354045737,0.011378114740957023,0.011589512443757144,0.0,0.011378114740957023,0.00925661884162059
2022-11-16,-0.0049302157670957185,-0.007628730309721221,-0.0038602099804774474,0.004170193053930782,-0.0,-0.0038602099804774474,-0.0027202889782312004
2022-11-17,-0.003141268591782819,-0.003059649415642851,-0.0064734504741207795,-0.006056689994466713,-0.0,-0.0064734504741207795,-0.010660506041810392
2022-11-18,0.002935926038468584,0.004540286924458847,-0.0005463145015671246,-2.6935344920665013e-05,0.0,-0.0005463145015671246,0.005143974980976185
2022-11-21,-0.0020136261980911977,-0.003636097595482335,-0.004104699663273182,-0.0004955350935826439,-0.0,-0.004104699663273182,-0.005645676088773289
2022-11-22,0.005469850135598306,0.013456899166176095,0.010778983995542514,0.013750795397312963,0.0,0.010778983995542514,0.005686486595515739
2022-11-23,0.001198570811365414,0.00630183235520132,0.008522233404434943,0.01075793574646804,0.0,0.008522233404434943,0.00848454393796403
2022-11-25,0.00017808370353214562,-0.00022378655594312846,-0.0014455677190002626,-0.001490269084312734,-0.0,-0.0014455677190002626,0.0019538769905937726
2022-11-28,-0.007122016252591857,-0.015956866296472416,-0.01117365554394667,-0.008446816624694709,-0.0,-0.01117365554394667,-0.0064376620536819255
2022-11-29,-0.00046765905049385014,-0.0017177905785010772,-0.002631625704191398,-0.005721050758048963,-0.0,-0.002631625704191398,-0.005089707365632546
2022-11-30,0.021547988551949743,0.03150059998753907,0.024927934763294645,0.02184219604594926,0.0,0.024927934763294645,0.009944197606781956
2022-12-01,-0.0032904831404137825,-0.000735807870367311,0.009726723088558199,0.012336919795879742,-0.0,0.009726723088558199,0.0207307659467662
2022-12-02,-0.000385720594452628,-0.0011537453390360053,0.0019625217476732407,0.004337780868524677,-0.0,0.0019625217476732407,-0.002697487873029081
2022-12-05,-0.008501000353476876,-0.0179891787180827,-0.018696775699296887,-0.0163961878590402,-0.0,-0.018696775699296887,-0.00678638205240294
2022-12-06,-0.00546220428063145,-0.014414732381346829,-0.006965905553241858,-0.00349685484523845,-0.0,-0.006965905553241858,-0.00810041096377674
2022-12-07,-0.00317860208341166,-0.0017012843230924668,0.004774973947571315,0.008404299818114259,-0.0,0.004774973947571315,-0.00020277562987056682
2022-12-08,0.0059462429458468045,0.007833990015994052,0.005002085321797711,0.0036041246686290495,0.0,0.005002085321797711,0.004315384661978028
2022-12-09,-0.002545892238468567,-0.007470275031672302,-0.009718695326145953,-0.014887898923482613,-0.0,-0.009718695326145953,-0.004134757670920308
2022-12-12,0.0077998782472976,0.014417348404548447,0.006732566507301741,0.009929367570933278,0.0,0.006732566507301741,0.00014625074211696017
2022-12-13,4.0965820018908365e-05,0.007569671422183788,0.010667854600278616,0.008404104413646873,0.0,0.010667854600278616,0.02113645003252165
2022-12-14,-0.0019582451637586945,-0.006393491466739065,-0.0037058720207322933,-0.0021275480739662233,-0.0,-0.0037058720207322933,-0.010419508866061154
2022-12-15,-0.014117834089131557,-0.024461639510599098,-0.019104997689517192,-0.013116235399952391,-0.0,-0.019104997689517192,-0.015435783387571478
2022-12-16,-0.0014869465064479151,-0.011806066607231047,-0.006251796978617507,-0.011551828483171312,-0.0,-0.006251796978617507,-0.011184674104615412
2022-12-19,0.001399020385697943,-0.008479736483880784,-0.011138202359107719,-0.011809950448973018,-0.0,-0.011138202359107719,-0.006984385801782511
2022-12-20,0.002070738854896935,0.0013684550012356134,0.0009435973220876196,-0.0062816837146495,0.0,0.0009435973220876196,-0.004821082615502514
2022-12-21,0.003541240562840297,0.014952292501367426,0.009509830239024143,0.009976589971162353,0.0,0.009509830239024143,0.00943962545056234
2022-12-22,-0.0032834597802949635,-0.014265916425004188,-0.012817030672025866,-0.008636695667535998,-0.0,-0.012817030672025866,-0.010247873954903654
2022-12-23,0.003077106005557399,0.005752227447525016,0.00017805205274929988,-0.002412775813021062,0.0,0.00017805205274929988,-0.003226043337754736
2022-12-27,0.0009322224783676252,-0.003943604829762415,-0.00722682754272479,-0.01027530982561664,-0.0,-0.00722682754272479,-0.002263371746583842
2022-12-28,-0.00498481881659692,-0.012427697418390893,-0.010311467877868363,-0.009813289912215395,-0.0,-0.010311467877868363,-0.007055561167954916
2022-12-29,0.003448899740772512,0.01800016142657146,0.016931536270717817,0.01534046933502271,0.0,0.016931536270717817,0.0062825108311575836
2022-12-30,-0.0005008397304518123,-0.002633959715841905,-0.002496493535628219,-0.006030128327886808,-0.0,-0.002496493535628219,-0.00016848585964441827
2023-01-03,-0.004479995919503163,-0.004210015651875287,0.002195770093708616,0.005107666782557519,-0.0,0.002195770093708616,0.008788879326670117
2023-01-04,0.0016226528265814043,0.0077201757699632,0.009610556900354172,0.010112007099240782,0.0,0.009610556900354172,0.004772735555012209
2023-01-05,-0.002379203808170059,-0.011413239364298833,-0.009209407584954744,-0.005175601168516208,-0.0,-0.009209407584954744,-0.008365169447078479
2023-01-06,0.008320905679392912,0.02293192300902014,0.02201860512914968,0.021117875696392653,0.0,0.02201860512914968,0.012403570425698219
2023-01-09,6.216581266199045e-05,-0.0005668237640740204,0.0030329830573599505,0.001789493899528183,-0.0,0.0030329830573599505,0.014146195266946738
2023-01-10,0.0034630123890547126,0.007012984753231866,0.0034776854611712426,-0.002412203963029303,0.0,0.0034776854611712426,-0.0020777944724638788
2023-01-11,0.002518753126971289,0.012647530134833662,0.011595516588578181,0.014089158877573293,0.0,0.011595516588578181,0.01096455048757712
