total_impact_bps,mean_impact_bps,total_spread_bps,mean_spread_bps,mean_turnover,impl_shortfall_bps
464.305272275015,0.6719323766642764,152.249332982974,0.22033188564829814,0.22033188564829814,616.554605257989
