timestep,ep_rew_mean,ep_len_mean,r_pnl_mean,r_spread_mean,r_cvar_mean,cvar_5pct_mean
2000,-0.5524165,695.0,0.0005822589242248127,-0.0004118973395220586,-0.0004323428937356786,-0.0004323428937356786
4000,-0.2516304,695.0,0.00048557871712005905,-0.0003907223867902649,-0.0004304901018239578,-0.0004304901018239578
6000,-0.44465625,695.0,-0.00033593678266027606,-0.0003768266643607058,-0.0004385174835445975,-0.0004385174835445975
8000,-0.44079736363636357,695.0,0.00012515751557398263,-0.000359015727603063,-0.0004520435197575394,-0.0004520435197575394
10000,-0.3311846428571429,695.0,0.001254863707942922,-0.0003717807159688324,-0.000474758751355317,-0.000474758751355317
12000,-0.20194729411764709,695.0,0.000992863795837519,-0.0003626832351309247,-0.00046141314377471054,-0.00046141314377471054
14000,-0.046903300000000044,695.0,0.0023155169000364023,-0.00033363212447455154,-0.0005191396307175415,-0.0005191396307175415
16000,0.08531330434782604,695.0,0.002191980016089059,-0.0003178535778645426,-0.0005009169290820017,-0.0005009169290820017
18000,0.18224787999999997,695.0,0.002577178017853927,-0.0003045613836884499,-0.0005095406167062764,-0.0005095406167062764
20000,0.2595139285714286,695.0,0.0024457639912462987,-0.0003312618550430052,-0.0004718298215996612,-0.0004718298215996612
22000,0.3637604838709677,695.0,0.0018272302836774945,-0.0003303146425928921,-0.0004602460245152776,-0.0004602460245152776
24000,0.42472664705882346,695.0,0.00272496129033396,-0.0003178592164907604,-0.0005150104525667111,-0.0005150104525667111
26000,0.3885298648648648,695.0,0.0009246102966072957,-0.00032335334764048456,-0.0005993872464002537,-0.0005993872464002537
28000,0.48355125,695.0,0.0033900003384321697,-0.00032811706739766525,-0.0005523196021500241,-0.0005523196021500241
30000,0.4281425348837209,695.0,0.00030722737983715487,-0.00030370416968874636,-0.000697617100894062,-0.000697617100894062
32000,0.4284007173913043,695.0,0.0016883274330511875,-0.00030205148657280956,-0.0006783601031098637,-0.0006783601031098637
34000,0.46836210416666674,695.0,0.0026276665793117156,-0.0002906119097570889,-0.0006838482218870315,-0.0006838482218870315
