total_impact_bps,mean_impact_bps,total_spread_bps,mean_spread_bps,mean_turnover,impl_shortfall_bps
547.8815885886644,0.7928821831963305,171.2024113567204,0.24776036375791666,0.24776036375791666,719.0839999453848
