timestep,ep_rew_mean,ep_len_mean,r_pnl_mean,r_spread_mean,r_cvar_mean,cvar_5pct_mean
2000,-0.448732,695.0,0.0005164046236478803,-0.0004119321014979156,-0.00040697823311417635,-0.00040697823311417635
4000,-0.10936020000000002,695.0,0.000808906005540055,-0.00039264966342374683,-0.0003837519646022349,-0.0003837519646022349
6000,-0.16104050000000003,695.0,0.00042717909023469555,-0.0003665122885586694,-0.0004533358782692326,-0.0004533358782692326
8000,0.08801781818181817,695.0,0.0021377335295299418,-0.00034705668667270805,-0.0004313414976359338,-0.0004313414976359338
10000,0.403723,695.0,0.0031003722807773633,-0.000342195340093784,-0.00041446089162590073,-0.00041446089162590073
12000,0.6680135882352942,695.0,0.003402674885025,-0.0003309160829520785,-0.0004574275643556016,-0.0004574275643556016
14000,0.800685,695.0,0.0030406944344096693,-0.00031368183672847227,-0.0004367869845998398,-0.0004367869845998398
16000,0.7860581739130434,695.0,0.0018874191185864737,-0.0003033065205104649,-0.0004937316706654993,-0.0004937316706654993
18000,0.8121431199999999,695.0,0.0024066302771247024,-0.00029811702694613486,-0.0005127999320530613,-0.0005127999320530613
20000,0.8910699285714284,695.0,0.003379463675686903,-0.00027463625595904886,-0.0005172888996425918,-0.0005172888996425918
22000,1.049371709677419,695.0,0.003908729418231091,-0.0002857499908571132,-0.0005145058476737601,-0.0005145058476737601
24000,1.1121508823529414,695.0,0.003488516302127688,-0.00029376301700584595,-0.0005594245582523187,-0.0005594245582523187
26000,1.2087835135135139,695.0,0.004501091359814165,-0.0002853326031029225,-0.0005590604310209894,-0.0005590604310209894
28000,1.2809560999999998,695.0,0.004042227759363485,-0.0002734307105695829,-0.0005656494686294826,-0.0005656494686294826
30000,1.348360930232558,695.0,0.004088358261870162,-0.0002707543142588809,-0.0006169803851110016,-0.0006169803851110016
32000,1.4720914782608694,695.0,0.005641110065937602,-0.0002771700800120831,-0.0005555783452906249,-0.0005555783452906249
34000,1.5317797083333333,695.0,0.005568631619002509,-0.0002891469822948799,-0.0005946835941545612,-0.0005946835941545612
36000,1.6146567647058825,695.0,0.004649137252131187,-0.0002617821213653311,-0.0005770927430494456,-0.0005770927430494456
38000,1.668378611111111,695.0,0.004235454697367216,-0.0002374328419709578,-0.000561576631771574,-0.000561576631771574
40000,1.7194769122807019,695.0,0.0047326009138262196,-0.00022666742310784756,-0.0006010760888979525,-0.0006010760888979525
42000,1.754145466666667,695.0,0.004547060755747643,-0.00024693782482072715,-0.0006601406322354813,-0.0006601406322354813
44000,1.7937359206349206,695.0,0.004505353718426353,-0.0002347293756243773,-0.0006277778552456165,-0.0006277778552456165
46000,1.8280246515151515,695.0,0.004377758879021331,-0.00024741254195328804,-0.0006639040602875764,-0.0006639040602875764
48000,1.8540991159420288,695.0,0.004506877514274521,-0.0002412499917951413,-0.0007026049197733339,-0.0007026049197733339
50000,1.8860907464788732,695.0,0.004959784953165652,-0.00027110102516300974,-0.0006432125467767085,-0.0006432125467767085
52000,1.904951310810811,695.0,0.004183905917882874,-0.00030809214017279453,-0.0005441702798795635,-0.0005441702798795635
54000,1.9128827922077922,695.0,0.0038778631417024493,-0.00029421917436104266,-0.0005925201062197685,-0.0005925201062197685
56000,1.9587198375,695.0,0.005876848608343323,-0.00027906927892286333,-0.0005945004607156868,-0.0005945004607156868
58000,1.9897044939759034,695.0,0.004960654259573274,-0.00025261168365217743,-0.0006429590828731605,-0.0006429590828731605
60000,2.0016735,695.0,0.004210572400095672,-0.0002418781723755412,-0.0007416886094538503,-0.0007416886094538503
62000,2.0492581011235957,695.0,0.005748566581296684,-0.00023073192972429096,-0.0006857493351632768,-0.0006857493351632768
64000,2.093771554347826,695.0,0.005740177681898029,-0.00023696088744886223,-0.0007003209988532279,-0.0007003209988532279
66000,2.1111500319148937,695.0,0.00545329532517541,-0.000238005521881301,-0.0007014222924762758,-0.0007014222924762758
68000,2.149924257731959,695.0,0.005810393212257561,-0.000218485105131194,-0.0006156826627255032,-0.0006156826627255032
70000,2.1996954800000004,695.0,0.006287045908550852,-0.0002162152566406876,-0.0005772414338877416,-0.0005772414338877416
72000,2.3094157600000003,695.0,0.005672146829368603,-0.00022088095202352852,-0.0006153414483512092,-0.0006153414483512092
74000,2.40757548,695.0,0.005780554574715397,-0.0002089525329716504,-0.0006597951499069574,-0.0006597951499069574
76000,2.5076185800000004,695.0,0.0054601660123291505,-0.00020315293938852845,-0.0007621427734341026,-0.0007621427734341026
78000,2.56612571,695.0,0.005252486076322203,-0.00019901834408044816,-0.0008228766603809308,-0.0008228766603809308
80000,2.60367503,695.0,0.005277832714959326,-0.00021354467766862364,-0.000749146005059928,-0.000749146005059928
82000,2.6165041399999995,695.0,0.004493260660434665,-0.0002059381424479187,-0.000796165255454009,-0.000796165255454009
84000,2.6528433799999998,695.0,0.005725995569286268,-0.00018752292552255096,-0.0007592041700583504,-0.0007592041700583504
86000,2.7334060499999997,695.0,0.005644705454067953,-0.00017919950095806271,-0.0007787300505476867,-0.0007787300505476867
88000,2.792655729999999,695.0,0.005299264073835451,-0.00016795431030616165,-0.0008090754650715984,-0.0008090754650715984
90000,2.8528734799999995,695.0,0.0065444456782889175,-0.00016879575013369324,-0.0007986833649677024,-0.0007986833649677024
92000,2.8750504599999998,695.0,0.005525595996472228,-0.0001862334338925779,-0.0008129868139659038,-0.0008129868139659038
94000,2.9213999200000003,695.0,0.00592954924524299,-0.00017988303016424178,-0.0008115619572387833,-0.0008115619572387833
96000,2.9532616599999995,695.0,0.006285116078790491,-0.0001597652563966811,-0.0008189026109712598,-0.0008189026109712598
98000,2.9849873799999993,695.0,0.005188479305906335,-0.0001554715473111719,-0.0008431902982769519,-0.0008431902982769519
100000,3.00037061,695.0,0.005417545543546207,-0.0001561075699135661,-0.0007843385832088741,-0.0007843385832088741
