timestep,ep_rew_mean,ep_len_mean,r_pnl_mean,r_spread_mean,r_cvar_mean,cvar_5pct_mean
2000,0.04761949999999998,695.0,0.0003229579096154567,-0.00040218806134494957,-0.0004173112808794535,-0.0004173112808794535
4000,-0.40579679999999996,695.0,7.839341107385489e-06,-0.00039942664623307067,-0.0004585445190702569,-0.0004585445190702569
6000,-0.426296875,695.0,0.0006773016460327621,-0.0003796373296072706,-0.00048803910239277016,-0.00048803910239277016
8000,-0.16571036363636363,695.0,0.0013340394128130047,-0.00034990720777050593,-0.0004877952081048953,-0.0004877952081048953
10000,-0.18394421428571425,695.0,0.000506715211339207,-0.000327682202683948,-0.0005026118727714619,-0.0005026118727714619
12000,-0.06322576470588234,695.0,0.0016711503437954677,-0.00030780722628105433,-0.0005801553334003143,-0.0005801553334003143
14000,-0.017886299999999987,695.0,0.0013531755679317748,-0.0002759755944076926,-0.0006402441241682742,-0.0006402441241682742
16000,0.02270665217391305,695.0,0.0014145741709170776,-0.0002637505366015248,-0.0007004808742467692,-0.0007004808742467692
18000,0.07493068000000001,695.0,0.0019245054326261484,-0.000253935405687429,-0.0006713284196536905,-0.0006713284196536905
20000,0.12977075,695.0,0.0016665864954749823,-0.0002205324920679443,-0.0006931885711287302,-0.0006931885711287302
22000,0.1158766129032258,695.0,0.0007651728311443206,-0.00023155930785387756,-0.0006923856113845986,-0.0006923856113845986
24000,0.1818264117647059,695.0,0.0019075505838750228,-0.0002285424696262926,-0.0007234059182117937,-0.0007234059182117937
26000,0.2322772702702703,695.0,0.0021317937099502803,-0.0002316057510480285,-0.0007084585121651459,-0.0007084585121651459
28000,0.2785722,695.0,0.0025408118563493235,-0.00023222834473531694,-0.0007231791685835518,-0.0007231791685835518
30000,0.35345811627906976,695.0,0.0028919608087059697,-0.00023380740993022919,-0.0006967289201249649,-0.0006967289201249649
32000,0.44454450000000006,695.0,0.003569953590767379,-0.00021786550155486912,-0.0006844537737195887,-0.0006844537737195887
34000,0.5053760208333333,695.0,0.0035658522338837912,-0.00022409579188060016,-0.0007223477697832286,-0.0007223477697832286
36000,0.5530570980392157,695.0,0.003049827472113223,-0.00020533652956299486,-0.0007119153620558772,-0.0007119153620558772
38000,0.6157145925925925,695.0,0.002755578915471287,-0.0002083238906047307,-0.0006839224272732484,-0.0006839224272732484
40000,0.667613701754386,695.0,0.0028613869661142655,-0.00020590745051242412,-0.0006915759349944796,-0.0006915759349944796
42000,0.7042013166666667,695.0,0.0032824277127986314,-0.0002050236391304061,-0.0006689441745360501,-0.0006689441745360501
44000,0.744367761904762,695.0,0.0030667517761801327,-0.00022289423851240428,-0.000703396267181336,-0.000703396267181336
46000,0.7828316515151514,695.0,0.0032833062800420414,-0.0002379340343039483,-0.0006861501324207708,-0.0006861501324207708
48000,0.8389701159420291,695.0,0.004083401920593014,-0.00022599754873830826,-0.0006514997868657529,-0.0006514997868657529
50000,0.8470828450704225,695.0,0.0026228249080435047,-0.00019483613125905396,-0.0007256325846116157,-0.0007256325846116157
52000,0.8824561351351352,695.0,0.0035604889098273793,-0.00018912780572958294,-0.000734607527237942,-0.000734607527237942
54000,0.9035191688311689,695.0,0.002310810277412916,-0.00016485036240480844,-0.0007621212561250505,-0.0007621212561250505
56000,0.92733055,695.0,0.003041659815912789,-0.00015775163870379328,-0.0007733684799791388,-0.0007733684799791388
58000,0.9631442771084335,695.0,0.0040610316769398806,-0.00016202151268497112,-0.0007276166282964793,-0.0007276166282964793
60000,0.9880820348837207,695.0,0.003713249040350176,-0.00017269052761774512,-0.0007068444719860707,-0.0007068444719860707
62000,1.010787617977528,695.0,0.0030252172758712167,-0.00015977719877967612,-0.0007236631011201724,-0.0007236631011201724
64000,1.0201078260869563,695.0,0.0028694536225737964,-0.0001671483209401369,-0.0007887812338548798,-0.0007887812338548798
66000,1.0244892872340423,695.0,0.003337944641675337,-0.00017576873811408879,-0.0007946470060958277,-0.0007946470060958277
68000,1.0564830721649483,695.0,0.00375969905197511,-0.00021353348519634457,-0.0007175021632071616,-0.0007175021632071616
70000,1.0859874799999998,695.0,0.0038306257655051535,-0.0002211067081183195,-0.0007448530598625287,-0.0007448530598625287
72000,1.14551469,695.0,0.002815479277286582,-0.00024591480951383717,-0.0007075283064919711,-0.0007075283064919711
74000,1.2051577399999998,695.0,0.0034377399898936705,-0.0002453366080526263,-0.0006461269659682176,-0.0006461269659682176
76000,1.2481081299999999,695.0,0.0028498944726360127,-0.00021588667542636394,-0.0006565034369879055,-0.0006565034369879055
78000,1.29832,695.0,0.0032271176910102345,-0.0001924417980382219,-0.0006369390558545816,-0.0006369390558545816
80000,1.37326542,695.0,0.00484323948964019,-0.00019998210646025838,-0.0006188593515522303,-0.0006188593515522303
82000,1.39561959,695.0,0.0034797812158514716,-0.00019912902243686843,-0.000760234857412166,-0.000760234857412166
84000,1.44266543,695.0,0.003736881377272148,-0.00020194017494204456,-0.0006579283854596029,-0.0006579283854596029
86000,1.51310404,695.0,0.00428023993884888,-0.00019951363359279933,-0.0006451928661422416,-0.0006451928661422416
88000,1.5416644,695.0,0.003810330688887456,-0.0001720200379215181,-0.0007174397731280254,-0.0007174397731280254
90000,1.6109330800000004,695.0,0.004759457291487458,-0.00016018264774057318,-0.0007123814489063598,-0.0007123814489063598
92000,1.6924260700000002,695.0,0.004463167534228852,-0.00017621198147535328,-0.0007207554594126684,-0.0007207554594126684
94000,1.7335389700000006,695.0,0.004270219448666392,-0.0001834946349524893,-0.0007478223152231335,-0.0007478223152231335
96000,1.77729507,695.0,0.0043583858917713115,-0.00017388268769681452,-0.0007428390660695337,-0.0007428390660695337
98000,1.82796204,695.0,0.004866357940408426,-0.00016739944762848318,-0.000754677581287299,-0.000754677581287299
100000,1.8530956000000003,695.0,0.004699890359244553,-0.00015085441164802758,-0.0006954573975776625,-0.0006954573975776625
